대번호,소번호,문장,훼손/파손,분실,배송지연,오배송,"기타(임의반품, 불친절, 집하거부 등)",관련없음
151,1, 신청인은 2014.7.9. 한진관광의 패키지여행을 이용 중 구입한 물품에 대하여 피신청인에게 계좌이체후 택배 발송 요청하였으나 현재까지 배송이 지연되어 있음.,,,y,,,
151,2, 이에 신청인은 사실관계 확인 후 조속한 계약 이행을 요구함.,,,,,,y
152,1,가. 사건개요,,,,,,y
152,2," 2014.7.7. 신청인의 동생은 피신청인(현대택배)과 한약에 대한 운송계약을 체결하고 5,000원을 현금 결제함",,,,,,y
152,3, 2014.7.9. 운송을 담당한 택배기사는 신청인의 부재를 확인하지 않은 상황에서 ‘택배수령지가 건설현장 내 사무실이라 배송이 불가능하다’는 이유로 옆 건물 경비실에 운송물을 보관함.,,,,,,y
152,4, 이에 신청인은 피신청인 고객센터에 연락해 주소지로 배송해 줄 것을 재차 요청함.,,,,,,y
152,5, 2014.7.10. 신청인은 물건을 배송 받지 못하였으며 ‘전화연락이 안되어 물건 배달 못하고 갑니다’라는 문자를 받음.,,,,,,y
152,6," 2014.7.16. 신청인은 해당 택배를 수령하였으나, 한약이 상해 복용할 수 없게 되어 이에 대한 배상을 요청함.",y,,,,,
152,7, *운송장 번호: 102233991742,,,,,,y
152,8,나. 신청인 주장,,,,,,y
152,9," 본 사건의 택배 내용물은 수령인이 암 수술 후 먹는 회복약으로, 시골의 부모님이 정성껏 달여서 보낸 한약임(180봉 6개월분).",,,,,,y
152,10, 이에 관련법령 및 공정거래위원회 고시 소비자분쟁해결기준에 의거 적절한 피해보상을 요청하는 바임.,,,,,,y
153,1, 신청인은 2014.6.28. 해리메이슨에 시계 2점을 수리 맡기고자 (주)현대택배에 배송 의뢰함.(* 운송장번호 102233301542),,,,,,y
153,2, 6. 30. 제품 수거 후 분실되어 7.7. 본사 문의시 해당 대리점에서 처리할 예정이라고 안내 받음.,,y,,,,
153,3," 광주진월대리점으로부터 주중에 방문하여 사고 처리를 하겠다는 연락을 받았으나, 구매영수증이 없다는 이유로 차일피일 미루고 있음.",,,,,,y
153,4, 신청인은 손해배상을 요구함. (* 신청인은 1년 전 백화점에서 구입한 제품으로 30만원과 10만원 상당의 제품이라고 함. ),,,,,,y
154,1, 신청인은 2014.7.1. 마초를 통해 청바지를 구입하고 무료배송으로 물품을 배송받기로 함.,,,,,,y
154,2," 이후 배송과 관련하여 아무런 연락이 없다가, 7.4. 신청인이 택배물품을 수령하지 못하여 반송되었다는 연락을 받음.",,,,,,y
154,3," 이에 7.10. 마초에서 착불로 재배송하여 신청인이 착불택배비 3,000원 지불 후 인수하였음.",,,,,,y
154,4," 알고보니 마초로부터 배송을 위탁받은 영지패션이 택배사에 신청인의 전화번호를 잘못 전달하였고, (주)케이지옐로우캡의 택배기사가 부재중 방문표를 투입하고 송하인에게 연락하는 등 충분한 후속조치를 취할 수 있었음에도 불구하고, 신청인과 전화 연결이 되지 않자 임의대로 반송 처리한 것으로 확인되는바, 피신청인들의 과실로 발생한 택배비를 부담하는 것은 부당하므로, 신청인은 착불택배비로 지불한 3,000원의 배상을 요구함.",,,,,y,
155,1, 신청인은 6.10. 경남하동에서 보내준 매실(택배비 포함 3만원)을 피신청인을 통해 배송 받기로 함.,,,,,,y
155,2, 이후 물품이 훼손되어 6.25. 사고 처리중이라는 문자를 받았으나 아직까지 처리를 지연시킴.,y,,,,,
155,3, 신청인은 공정거래위원회 고시 소비자분쟁해결 기준에 의거하여 손해배상을 요구함.,,,,,,y
155,4,  * 송장번호 : 101328267662,,,,,,y
156,1, 신청인은 2014.7.8. 현지 판매자를 통하여 장어 한박스를 주문하고 35만원을 계좌이체함.,,,,,,y
156,2, 2014.7.9. 택배가 도착하여 확인해보니 장어가 다 상해있고 박스도 손상되어있으며 냉장보관도 안되어있어 해당 기사에게 문제제기를 하였더니 물이 새서 임의로 재포장을 했다고 하여 보상을 요구하였으나 답변조차 없음.,y,,,,,
156,3, 신청인은 보상을 요구함.,,,,,,y
156,4,"* 운송장번호 : 101415935135, 보낸사람 : 박영민, 받는 분 : 김대일로 되어 있음.",,,,,,y
157,1," 신청인은 2014.6.24. 개인거래로 구매한 자동차 제품(아반떼 MD,HID헤드램프 800,000여만원 현금지급)을 피신청인을 통해 배송받았으나 박스가 찢어져있고 내용물이 파손됨을 확인함.(헤드라이트 찍힘과, 오토레벨링 장치 파손)",y,,,,,
157,2," 상기 문제로 수리비용으로 70여만원, 새상품 구입과 작업으로는 100만원 이상의 비용이 발생함.",,,,,,y
157,3, 피신청인이 '택배파손보상신청서'를 요청하여 발송하였으나 처리가 지연됨.,,,,,,y
157,4, 신청인은 '취급주의'경고문이 부착되어 있었음에도 피신청인의 운송미흡으로 파손된바 손해배상 요청함.,y,,,,,
158,1," 신청인은 2014. 5. 28. CJ 오쇼핑에 반품할 도자기(149,000원)를 경비실에 맡겨 두었음.",,,,,,y
158,2," 같은 달 29. CJ 대한통운에서 반송 제품을 수거하러 왔으나, 같은 달 28. 피신청인2(동부택배 김해영업소)의 택배 기사가 아무런 통보 없이 제품을 가져갔고, 운송장 번호는 나중에 알려주겠다 함.",,,,,,y
158,3," 같은 달 30. 경비실로부터 피신청인2의 영업소장의 전화번호를 알게 되어 전화했으나, 연락이 닿지 않아 피신청인1((주)동부익스프레스)에 문의하자 피신청인2에 개별 통보하라고 답변함.",,,,,,y
158,4," 이후, 피신청인2와 연락이 닿지 않아 피신청인1은 부산지점으로 안내하였고, 부산지점에서는 피신청인2를 형사고발 하라고 답변함.",,,,,,y
158,5," 신청인은 분실된 제품의 손해배상(149,000원)을 요구함.",,y,,,,
159,1," 신청인은 2014.6.2. 한진택배를 이용해 수원에서 전남 지역으로 골프백 왕복 택배를 예약하면서 피신청인의 상담원과 통화해 하행 택배비 18,000원 및 1회용 커버 5,500원, 상행 택배비 14,000원 및 1회용 커버 5,500원을 확인함.",,,,,,y
159,2," 2014.6.3. 신청인이 택배기사에게 물품 인도 시 비용 전액을 납부하려고 하였으나, 운송장 금액 외는 받지 못한다며 18,000원만 수령하고 나머지 비용은 도착지에서 납부하라고 함.",,,,,,y
159,3," 2014.6.6. 물품 인수 시 1회용 커버 없이 배송되었고, 2014.6.7. 상행 발송지에 택배기사가 오지 않아 착불로 신청함.",,,,,,y
159,4," 2014.6.10. 신청인이 물품을 수령하려고 하였으나 택배기사가 택비비 18,000원 및 항공 커버 요금을 요구해, 신청인이 택배 예약 시 택배비는 14,000원이었고, 항공커버는 왕복배송 시 모두 사용되지 않았기 때문에 지급 못하겠다고 하자 택배기사는 일단 비용을 지급하고 고객센터에서 환불 받으라고 하면서 비용 미지급시 물품인도를 못하겠다고 고함치며 욕하면서 물품을 그대로 가지고 감.",,,,,,y
159,5," 이에 신청인이 고객센터에 항의하자 그 택배기사가 2시간 후에 다시 배송하고 14,000원을 수령해 감.",,,,,,y
159,6," 물품 배송 당시 커버 없이 배송하여 골프백 가죽이 훼손되었고 일부 갈라진 곳도 있음을 택배기사와 같이 확인하였고 동 내용을 콜센터 팀장에게 전달하고 배상을 요구한 바, 2시간 이후에 보상 처리팀에서 전화 한다고 하였으나 연락이 오지 않음.",y,,,,,
159,7," 피신청인이 계속 처리를 지연하다가 2014.6.13. 수원사무실 보상팀에서 물품 가격을 확인해 달라는 연락이 와서 신청인이 물품가격을 확인해 주었는데, 가방류는 내용연수 3년으로 사용기간 3년이므로 10%만 보상하겠다고 함.",,,,,,y
159,8, 신청인은 피신청인측의 운송 계약을 위반 및 부주의로 인해 제품이 훼손되었으므로 훼손된 물품(골프백)에 대한 보상 30만원과  불친절 및 욕설로 인한 정신적 피해보상을 요구함.,,,,,,y
160,1," 신청인의 부모님이 2014.7.1. 피신청인 택배를 이용하여 옥수수 1박스와 복분자,블루베리 1박스 총 2박스를 보냈으나 7.2. 옥수수 1박스만 배송이 됨.",,,,,,y
160,2," 이에 7.2. 피신청인에게 이의제기 하니 배송중 파손이 되었다고 하여 파손되지 않은 제품이라도 배송을 요구, 처리 후 연락을 요청했으나 현재까지 답변이 없음.",y,,,,,
160,3, 신청인 파손된 제품에 대한 보상을 요구함.,y,,,,,
160,4,"* 파손된 제품 (복분자 10kg, 블루베리 25kg + 가공비 4만원 = 30만원 가량)",y,,,,,
160,5,* 운송장 번호 (301296210946),,,,,,y
161,1,"신청인은 2014. 4. 16. 노트북컴퓨터(MC969KH1A Mac Book Air )수리를 위해 컴퓨터 업체를 수신처로 택배회사인 피신청인에 배송을 의뢰한 후 컴퓨터 업체로부터 수리부분 외 외관 케이스 끝부분 위.아래가 파손된 상태로 도착하였다는 전화를 받았으나 원래 있던 스크래치를 말하는 것으로 생각하고 그냥 알았다고 했는데, 수리 제품을 받아 전에 없던 파손이 있는 것을 보고 컴퓨터 업체와 피신청인에게 연락하여 5. 20. 컴퓨터 업체 사무실에서 만난 택배기사가 수리비용을 피신청인이 직접 지급하는 방안과 현금으로 신청인이 수령하는 방안 중 선택하라고 하여 견적금액 50만원을 현금으로 수령하기로 하였는데 7. 18. 피신청인 남시흥점 소장이 전화를 해와 이유 설명 없이 배상을 거절하였다며 파손 수리비의 배상을 요구함.",y,,,,,
162,1, 신청인의 지인이 2014. 5. 26. 피신청인(CJ대한통운(주))에게 택배를 의뢰함.(운송장번호:8281230506),,,,,,y
162,2, 물품이 도착하지 않아 피신청인에게 수 차례 이의제기하여 2014. 6. 26. 물품을 받았으나 알 수 없는 물건이 들어있었음.,,,,,,y
162,3, 피신청인에게 오배송된 물품을 수거해 갈 것을 요구하였으나 현재까지 처리 지연중이며 신청인의 물품을 배송 지연중임.,,,y,y,,
162,4, 신청인은 오배송된 물품을 수거해가고 분실된 신청인 물품의 배상을 요구함.,,y,,,,
163,1," 신청인은 2014. 6. 23. 피신청인에게 벨로윈, 월드컵붉은악마 액세서리가 담긴 물품을 택배운송 위탁하였으나 운송 과정에서 분실됨.",,y,,,,
163,2," 다음 달 14. 피신청인의 택배 기사가 배송물품 4개를 신청인의 아파트 경비실에 무단 위탁함에 따라 같은 달 25. 피신청인으로부터 10,000원을 손해배상 받았으나, 또다시 같은 달. 23. 1개의 물품이 경비실에 무단 위탁됨.",,,,,,y
163,3," 신청인은 분실 물품에 대한 전화 통화료 및 이자비용, 경비실 무단 위탁 건에 대한 손해배상을 요구함.",,y,,,,
164,1, 신청인은 2014.7.11 피신청인에게 영양초화주 2병을 택배 착불 의뢰함.,,,,,,y
164,2, 7.12. 택배사로부터 제품이 배송 중 파손되었고 손해배상이 불가능하다는 통보를 받고 파손된 택배를 찾아 확인하니 2병중 1병이 파손되었음.,y,,,,,
164,3," 의뢰 당시 포장을 택배사에서 해주겠다고 하여 모두 맡겼으며 유리, 취급주의로 명시한 상태임.",,,,,,y
164,4," 신청인은 소비자분쟁해결기준(택배 및 퀵서비스업, 공정거래위원회 고시 제20144호)에 의거하여 파손된 제품금액 36,000원 배상요구함.",y,,,,,
165,1," 신청인은 2014. 7. 8. 피신청인 측에게 난초를 택배운송을 의뢰하며 배송비 3,000원을 현금 지급함.",,,,,,y
165,2," 택배 접수 시, 난초 가액(50,000원)을 명시하였으며, 운송과정에서 수취인에게 물품이 배송되지 않음.",,y,,,,
165,3," 운송장 조회를 통해 도착 영업소에는 정상적으로 도착한 것으로 파악되나, 해당 영업소에서는 확인이 안 된다며 알아서 처리하라고 함.",,,,,,y
165,4, 신청인은 분실된 난초의 손해배상을 요구함.,,y,,,,
165,5,* 도착 영업소 : 포항 남구 오천문덕서 172 / 0542914437,,,,,,y
166,1," 신청인은 2014.7.24. 중고나라를 통해 개인에게 중고제품 드롱기를 구입하고 180,000원을 지급함.",,,,,,y
166,2, 7.28. 물건을 받아 확인하니 커피가 잘 나오지 않아 판매자에게 반품하기로 하고 7.31. 피신청인 택배로 반송함.,,,,,,y
166,3, 수하인이 확인한 결과 커피머신의 물통이 파손되어 피신청인에게 연락했으나 중고제품일 경우 보상이 안된다며 처리를 거부함.,y,,,,,
166,4, 신청인은 중고제품일지라도 파손에 대해 피신청인이 책임이 있어 배상을 요구하며 우리 원에 피해구제 신청함. ,y,,,,,
167,1,신청인은 2014.7.11. 피신청인을 통해 고급음향기기 앰프의 부속품인 리모콘의 간단한 수리를 위해 국내 하이엔드오디오 제조업체인 사운드포럼으로 편의점 택배 이용하여 택배발송함(운송장번호:8850029016),,,,,,y
167,2,동 제품이 택배 과정 중 분실되었으며 피신청인은 배상하기로 함,,y,,,,
167,3,"분실된 리모콘은 고급오디오기기에 딸린 부속품으로 이것에 대한 정확한 가격은 일반적으로 알려져 있지 않고  오디오기기를 구매할 때 딸려오는 것이기 때문에 택배 발송 시 이 물품 가액을 대략 50,000원으로 기입함.",,,,,,y
167,4,배상을 위해 제조업체인 사운드포럼 문의결과 동 제품가격이 18만 원이며 택배 사고를 감안하여 특별히 데모용 리모콘을 12만 원에 제공하기로 함.,,,,,,y
167,5,피신청인은 신청인이 물품가액을 5만 원으로 기재했으니 그 이상의 배상은 할 수 없다고 주장함,,,,,,y
167,6,신청인은 사건 발행 후 오디오업체에서 산정하는 물품가격을 공지 받았기에 새로 구매할수 있는 금액인 12만 원의 보상을 요구함.,,,,,,y
167,7,*김정훈 : 01058750369,,,,,,y
168,1, 신청인은 2014.7.7. 피신청인에게 자두 약 10KG을 박스로 이중 포장하여 택배 의뢰함.,,,,,,y
168,2, * 운송장번호: 1023 4540 7496,,,,,,y
168,3, 그런데 약 이틀 후 피신청인에게 연락하니 포장이 허술하여 자두가 터져 배송을 할 수가 없다고 함.,y,,,,,
